,Original index,list-of-matched-UEs.ueId,cellObjectID,timestamp,pm-Containers.numberOfActive-UEs,list-of-matched-UEs.rrcEvent,list-of-matched-UEs.pmType,list-of-matched-UEs.measResultNeighCells.resultsSSB-Cell.sinr,list-of-matched-UEs.measResultNeighCells.physCellId,Test ID
5126,746,b'00001',NRCellCU,1700751572.6838708,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5127,747,b'00003',NRCellCU,1700751572.6838708,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,42.0,2.0,6
5128,748,b'00003',NRCellCU,1700751572.6838708,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,36.0,3.0,6
5129,749,b'00003',NRCellCU,1700751572.6838708,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,7.0,4.0,6
5130,750,b'00010',NRCellCU,1700751572.6838708,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,24.0,4.0,6
5131,751,b'00010',NRCellCU,1700751572.6838708,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,24.0,2.0,6
5132,752,b'00010',NRCellCU,1700751572.6838708,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,20.0,3.0,6
5133,753,b'00004',NRCellCU,1700751572.6838708,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,50.0,2.0,6
5134,754,b'00004',NRCellCU,1700751572.6838708,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,6
5135,755,b'00004',NRCellCU,1700751572.6838708,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5136,756,b'00002',NRCellCU,1700751572.6838708,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,26.0,3.0,6
5137,757,b'00002',NRCellCU,1700751572.6838708,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,20.0,4.0,6
5138,758,b'00002',NRCellCU,1700751572.6838708,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,9.0,2.0,6
5139,764,b'00007',NRCellCU,1700751572.7259324,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,21.0,2.0,6
5140,765,b'00007',NRCellCU,1700751572.7259324,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,3.0,3.0,6
5141,766,b'00007',NRCellCU,1700751572.7259324,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,6
5142,779,b'00005',NRCellCU,1700751601.0357814,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,31.0,3.0,6
5143,780,b'00005',NRCellCU,1700751601.0357814,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,25.0,5.0,6
5144,781,b'00005',NRCellCU,1700751601.0357814,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5145,782,b'00006',NRCellCU,1700751601.0357814,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,23.0,5.0,6
5146,783,b'00006',NRCellCU,1700751601.0357814,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,6
5147,784,b'00006',NRCellCU,1700751601.0357814,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5148,785,b'00003',NRCellCU,1700751601.0357814,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,41.0,3.0,6
5149,786,b'00003',NRCellCU,1700751601.0357814,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,38.0,5.0,6
5150,787,b'00003',NRCellCU,1700751601.0357814,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,4.0,4.0,6
5151,788,b'00012',NRCellCU,1700751601.0357814,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,32.0,3.0,6
5152,789,b'00012',NRCellCU,1700751601.0357814,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,28.0,5.0,6
5153,790,b'00012',NRCellCU,1700751601.0357814,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5154,791,b'00009',NRCellCU,1700751601.0357814,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,31.0,3.0,6
5155,792,b'00009',NRCellCU,1700751601.0357814,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,18.0,5.0,6
5156,793,b'00009',NRCellCU,1700751601.0357814,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,8.0,4.0,6
5157,794,b'00011',NRCellCU,1700751601.0357814,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,28.0,3.0,6
5158,795,b'00011',NRCellCU,1700751601.0357814,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,26.0,5.0,6
5159,796,b'00011',NRCellCU,1700751601.0357814,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5160,803,b'00001',NRCellCU,1700751601.078606,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,39.0,5.0,6
5161,804,b'00001',NRCellCU,1700751601.078606,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,27.0,2.0,6
5162,805,b'00001',NRCellCU,1700751601.078606,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,6.0,4.0,6
5163,807,b'00002',NRCellCU,1700751601.136063,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,3.0,6
5164,808,b'00002',NRCellCU,1700751601.136063,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,8.0,2.0,6
5165,809,b'00002',NRCellCU,1700751601.136063,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,5.0,4.0,6
5166,810,b'00010',NRCellCU,1700751601.136063,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,22.0,3.0,6
5167,811,b'00010',NRCellCU,1700751601.136063,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,18.0,4.0,6
5168,812,b'00010',NRCellCU,1700751601.136063,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,16.0,2.0,6
5169,813,b'00004',NRCellCU,1700751601.136063,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,48.0,2.0,6
5170,814,b'00004',NRCellCU,1700751601.136063,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5171,815,b'00004',NRCellCU,1700751601.136063,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,6
5172,819,b'00007',NRCellCU,1700751601.1752603,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,20.0,2.0,6
5173,820,b'00007',NRCellCU,1700751601.1752603,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,2.0,3.0,6
5174,821,b'00007',NRCellCU,1700751601.1752603,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,6
5175,835,b'00003',NRCellCU,1700751629.4606988,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,2.0,6
5176,836,b'00003',NRCellCU,1700751629.4606988,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,5.0,6
5177,837,b'00003',NRCellCU,1700751629.4606988,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,10.0,4.0,6
5178,838,b'00001',NRCellCU,1700751629.4606988,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,40.0,5.0,6
5179,839,b'00001',NRCellCU,1700751629.4606988,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,31.0,2.0,6
5180,840,b'00001',NRCellCU,1700751629.4606988,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,8.0,4.0,6
5181,843,b'00009',NRCellCU,1700751629.540079,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,37.0,3.0,6
5182,844,b'00009',NRCellCU,1700751629.540079,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,10.0,5.0,6
5183,845,b'00009',NRCellCU,1700751629.540079,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,9.0,4.0,6
5184,846,b'00011',NRCellCU,1700751629.540079,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,23.0,3.0,6
5185,847,b'00011',NRCellCU,1700751629.540079,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,22.0,5.0,6
5186,848,b'00011',NRCellCU,1700751629.540079,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,3.0,4.0,6
5187,849,b'00005',NRCellCU,1700751629.540079,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,27.0,3.0,6
5188,850,b'00005',NRCellCU,1700751629.540079,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,15.0,5.0,6
5189,851,b'00005',NRCellCU,1700751629.540079,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5190,852,b'00003',NRCellCU,1700751629.540079,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,5.0,6
5191,853,b'00003',NRCellCU,1700751629.540079,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,33.0,3.0,6
5192,854,b'00003',NRCellCU,1700751629.540079,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,10.0,4.0,6
5193,855,b'00006',NRCellCU,1700751629.540079,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,31.0,5.0,6
5194,856,b'00006',NRCellCU,1700751629.540079,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,6
5195,857,b'00006',NRCellCU,1700751629.540079,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5196,858,b'00012',NRCellCU,1700751629.540079,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,36.0,3.0,6
5197,859,b'00012',NRCellCU,1700751629.540079,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,21.0,5.0,6
5198,860,b'00012',NRCellCU,1700751629.540079,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,3.0,4.0,6
5199,867,b'00002',NRCellCU,1700751629.5948677,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,29.0,3.0,6
5200,868,b'00002',NRCellCU,1700751629.5948677,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,6.0,2.0,6
5201,869,b'00002',NRCellCU,1700751629.5948677,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,1.0,4.0,6
5202,870,b'00010',NRCellCU,1700751629.5948677,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,22.0,4.0,6
5203,871,b'00010',NRCellCU,1700751629.5948677,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,17.0,3.0,6
5204,872,b'00010',NRCellCU,1700751629.5948677,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,2.0,2.0,6
5205,873,b'00004',NRCellCU,1700751629.5948677,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,44.0,2.0,6
5206,874,b'00004',NRCellCU,1700751629.5948677,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,6
5207,875,b'00004',NRCellCU,1700751629.5948677,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5208,879,b'00007',NRCellCU,1700751629.629826,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,13.0,2.0,6
5209,880,b'00007',NRCellCU,1700751629.629826,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,2.0,3.0,6
5210,881,b'00007',NRCellCU,1700751629.629826,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,6
5211,895,b'00012',NRCellCU,1700751657.9294162,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,48.0,5.0,6
5212,896,b'00012',NRCellCU,1700751657.9294162,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,3.0,6
5213,897,b'00012',NRCellCU,1700751657.9294162,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5214,898,b'00005',NRCellCU,1700751657.9294162,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,33.0,3.0,6
5215,899,b'00005',NRCellCU,1700751657.9294162,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,13.0,5.0,6
5216,900,b'00005',NRCellCU,1700751657.9294162,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5217,901,b'00006',NRCellCU,1700751657.9294162,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,27.0,5.0,6
5218,902,b'00006',NRCellCU,1700751657.9294162,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,6
5219,903,b'00006',NRCellCU,1700751657.9294162,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5220,904,b'00009',NRCellCU,1700751657.9294162,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,43.0,3.0,6
5221,905,b'00009',NRCellCU,1700751657.9294162,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,15.0,4.0,6
5222,906,b'00009',NRCellCU,1700751657.9294162,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,13.0,5.0,6
5223,907,b'00011',NRCellCU,1700751657.9294162,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,33.0,3.0,6
5224,908,b'00011',NRCellCU,1700751657.9294162,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,29.0,5.0,6
5225,909,b'00011',NRCellCU,1700751657.9294162,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,4.0,4.0,6
5226,915,b'00003',NRCellCU,1700751657.9807017,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,38.0,2.0,6
5227,916,b'00003',NRCellCU,1700751657.9807017,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,29.0,5.0,6
5228,917,b'00003',NRCellCU,1700751657.9807017,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,3.0,4.0,6
5229,918,b'00001',NRCellCU,1700751657.9807017,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,2.0,6
5230,919,b'00001',NRCellCU,1700751657.9807017,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,5.0,6
5231,920,b'00001',NRCellCU,1700751657.9807017,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,12.0,4.0,6
5232,923,b'00010',NRCellCU,1700751658.0481985,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,22.0,4.0,6
5233,924,b'00010',NRCellCU,1700751658.0481985,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,16.0,3.0,6
5234,925,b'00010',NRCellCU,1700751658.0481985,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,9.0,2.0,6
5235,926,b'00004',NRCellCU,1700751658.0481985,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,40.0,2.0,6
5236,927,b'00004',NRCellCU,1700751658.0481985,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,6
5237,928,b'00004',NRCellCU,1700751658.0481985,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5238,929,b'00008',NRCellCU,1700751658.0481985,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,20.0,2.0,6
5239,930,b'00008',NRCellCU,1700751658.0481985,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,12.0,4.0,6
5240,931,b'00008',NRCellCU,1700751658.0481985,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,11.0,3.0,6
5241,932,b'00002',NRCellCU,1700751658.0481985,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,41.0,3.0,6
5242,933,b'00002',NRCellCU,1700751658.0481985,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,17.0,2.0,6
5243,934,b'00002',NRCellCU,1700751658.0481985,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5244,939,b'00007',NRCellCU,1700751658.0907686,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,17.0,2.0,6
5245,940,b'00007',NRCellCU,1700751658.0907686,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,3.0,3.0,6
5246,941,b'00007',NRCellCU,1700751658.0907686,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,6
5247,955,b'00012',NRCellCU,1700751686.3911262,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,30.0,3.0,6
5248,956,b'00012',NRCellCU,1700751686.3911262,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,16.0,5.0,6
5249,957,b'00012',NRCellCU,1700751686.3911262,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,4.0,4.0,6
5250,958,b'00005',NRCellCU,1700751686.3911262,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,3.0,6
5251,959,b'00005',NRCellCU,1700751686.3911262,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,17.0,5.0,6
5252,960,b'00005',NRCellCU,1700751686.3911262,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5253,961,b'00009',NRCellCU,1700751686.3911262,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,40.0,3.0,6
5254,962,b'00009',NRCellCU,1700751686.3911262,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,14.0,5.0,6
5255,963,b'00009',NRCellCU,1700751686.3911262,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,11.0,4.0,6
5256,964,b'00006',NRCellCU,1700751686.3911262,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,40.0,5.0,6
5257,965,b'00006',NRCellCU,1700751686.3911262,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5258,966,b'00006',NRCellCU,1700751686.3911262,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,6
5259,967,b'00011',NRCellCU,1700751686.3911262,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,31.0,5.0,6
5260,968,b'00011',NRCellCU,1700751686.3911262,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,24.0,3.0,6
5261,969,b'00011',NRCellCU,1700751686.3911262,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,4.0,4.0,6
5262,975,b'00001',NRCellCU,1700751686.44183,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,40.0,2.0,6
5263,976,b'00001',NRCellCU,1700751686.44183,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,5.0,6
5264,977,b'00001',NRCellCU,1700751686.44183,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,16.0,4.0,6
5265,978,b'00003',NRCellCU,1700751686.44183,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,44.0,2.0,6
5266,979,b'00003',NRCellCU,1700751686.44183,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,30.0,5.0,6
5267,980,b'00003',NRCellCU,1700751686.44183,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,11.0,4.0,6
5268,983,b'00004',NRCellCU,1700751686.5100973,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,43.0,2.0,6
5269,984,b'00004',NRCellCU,1700751686.5100973,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5270,985,b'00004',NRCellCU,1700751686.5100973,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,6
5271,986,b'00008',NRCellCU,1700751686.5100973,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,25.0,2.0,6
5272,987,b'00008',NRCellCU,1700751686.5100973,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,15.0,4.0,6
5273,988,b'00008',NRCellCU,1700751686.5100973,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,7.0,3.0,6
5274,989,b'00002',NRCellCU,1700751686.5100973,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,36.0,3.0,6
5275,990,b'00002',NRCellCU,1700751686.5100973,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,21.0,2.0,6
5276,991,b'00002',NRCellCU,1700751686.5100973,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,1.0,4.0,6
5277,992,b'00010',NRCellCU,1700751686.5100973,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,30.0,4.0,6
5278,993,b'00010',NRCellCU,1700751686.5100973,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,23.0,3.0,6
5279,994,b'00010',NRCellCU,1700751686.5100973,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,14.0,2.0,6
5280,999,b'00007',NRCellCU,1700751686.5520802,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,15.0,2.0,6
5281,1000,b'00007',NRCellCU,1700751686.5520802,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,6
5282,1001,b'00007',NRCellCU,1700751686.5520802,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,6
5283,1016,b'00001',NRCellCU,1700751714.8404896,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,38.0,5.0,6
5284,1017,b'00001',NRCellCU,1700751714.8404896,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,27.0,2.0,6
5285,1018,b'00001',NRCellCU,1700751714.8404896,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,14.0,4.0,6
5286,1019,b'00003',NRCellCU,1700751714.8404896,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,45.0,2.0,6
5287,1020,b'00003',NRCellCU,1700751714.8404896,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,31.0,5.0,6
5288,1021,b'00003',NRCellCU,1700751714.8404896,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,19.0,4.0,6
5289,1024,b'00006',NRCellCU,1700751714.9151385,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,37.0,2.0,6
5290,1025,b'00006',NRCellCU,1700751714.9151385,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,6
5291,1026,b'00006',NRCellCU,1700751714.9151385,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5292,1027,b'00010',NRCellCU,1700751714.9151385,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,4.0,6
5293,1028,b'00010',NRCellCU,1700751714.9151385,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,23.0,3.0,6
5294,1029,b'00010',NRCellCU,1700751714.9151385,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,6.0,2.0,6
5295,1030,b'00008',NRCellCU,1700751714.9151385,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,17.0,4.0,6
5296,1031,b'00008',NRCellCU,1700751714.9151385,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,16.0,2.0,6
5297,1032,b'00008',NRCellCU,1700751714.9151385,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,15.0,3.0,6
5298,1033,b'00004',NRCellCU,1700751714.9151385,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,46.0,2.0,6
5299,1034,b'00004',NRCellCU,1700751714.9151385,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5300,1035,b'00004',NRCellCU,1700751714.9151385,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,6
5301,1036,b'00002',NRCellCU,1700751714.9151385,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,24.0,3.0,6
5302,1037,b'00002',NRCellCU,1700751714.9151385,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,9.0,2.0,6
5303,1038,b'00002',NRCellCU,1700751714.9151385,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,7.0,4.0,6
5304,1044,b'00011',NRCellCU,1700751714.9918118,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,20.0,5.0,6
5305,1045,b'00011',NRCellCU,1700751714.9918118,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,15.0,3.0,6
5306,1046,b'00011',NRCellCU,1700751714.9918118,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,4.0,4.0,6
5307,1047,b'00005',NRCellCU,1700751714.9918118,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,3.0,6
5308,1048,b'00005',NRCellCU,1700751714.9918118,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,19.0,5.0,6
5309,1049,b'00005',NRCellCU,1700751714.9918118,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5310,1050,b'00006',NRCellCU,1700751714.9918118,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,5.0,6
5311,1051,b'00006',NRCellCU,1700751714.9918118,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,6
5312,1052,b'00006',NRCellCU,1700751714.9918118,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5313,1053,b'00009',NRCellCU,1700751714.9918118,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,43.0,3.0,6
5314,1054,b'00009',NRCellCU,1700751714.9918118,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,17.0,4.0,6
5315,1055,b'00009',NRCellCU,1700751714.9918118,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,3.0,5.0,6
5316,1056,b'00012',NRCellCU,1700751714.9918118,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,25.0,3.0,6
5317,1057,b'00012',NRCellCU,1700751714.9918118,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,15.0,5.0,6
5318,1058,b'00012',NRCellCU,1700751714.9918118,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,8.0,4.0,6
5319,1064,b'00007',NRCellCU,1700751715.0334675,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,15.0,2.0,6
5320,1065,b'00007',NRCellCU,1700751715.0334675,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,6
5321,1066,b'00007',NRCellCU,1700751715.0334675,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,6
5322,1082,b'00001',NRCellCU,1700751747.3766446,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,38.0,2.0,6
5323,1083,b'00001',NRCellCU,1700751747.3766446,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,32.0,5.0,6
5324,1084,b'00001',NRCellCU,1700751747.3766446,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,2.0,4.0,6
5325,1085,b'00007',NRCellCU,1700751747.3766446,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,,,6
5326,1086,b'00005',NRCellCU,1700751747.3766446,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,76.0,2.0,6
5327,1087,b'00005',NRCellCU,1700751747.3766446,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,22.0,5.0,6
5328,1088,b'00005',NRCellCU,1700751747.3766446,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5329,1092,b'00006',NRCellCU,1700751747.4575603,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,32.0,5.0,6
5330,1093,b'00006',NRCellCU,1700751747.4575603,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,6
5331,1094,b'00006',NRCellCU,1700751747.4575603,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5332,1095,b'00009',NRCellCU,1700751747.4575603,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,44.0,3.0,6
5333,1096,b'00009',NRCellCU,1700751747.4575603,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,6.0,5.0,6
5334,1097,b'00009',NRCellCU,1700751747.4575603,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,5.0,4.0,6
