,Original index,list-of-matched-UEs.ueId,cellObjectID,timestamp,pm-Containers.numberOfActive-UEs,list-of-matched-UEs.rrcEvent,list-of-matched-UEs.pmType,list-of-matched-UEs.measResultNeighCells.resultsSSB-Cell.sinr,list-of-matched-UEs.measResultNeighCells.physCellId,Test ID
4916,393,b'00002',NRCellCU,1700751414.29879,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,41.0,3.0,6
4917,394,b'00002',NRCellCU,1700751414.29879,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,7.0,2.0,6
4918,395,b'00002',NRCellCU,1700751414.29879,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,7.0,4.0,6
4919,396,b'00001',NRCellCU,1700751414.29879,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,72.0,2.0,6
4920,397,b'00001',NRCellCU,1700751414.29879,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,33.0,3.0,6
4921,398,b'00001',NRCellCU,1700751414.29879,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,3.0,4.0,6
4922,399,b'00010',NRCellCU,1700751414.29879,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,29.0,4.0,6
4923,400,b'00010',NRCellCU,1700751414.29879,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,14.0,2.0,6
4924,401,b'00010',NRCellCU,1700751414.29879,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,6
4925,417,b'00001',NRCellCU,1700751438.6072557,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,42.0,5.0,6
4926,418,b'00001',NRCellCU,1700751438.6072557,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,3.0,6
4927,419,b'00001',NRCellCU,1700751438.6072557,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
4928,420,b'00009',NRCellCU,1700751438.6072557,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,17.0,3.0,6
4929,421,b'00009',NRCellCU,1700751438.6072557,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,16.0,4.0,6
4930,422,b'00009',NRCellCU,1700751438.6072557,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,2.0,5.0,6
4931,423,b'00004',NRCellCU,1700751438.6072557,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,55.0,5.0,6
4932,424,b'00004',NRCellCU,1700751438.6072557,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,30.0,3.0,6
4933,425,b'00004',NRCellCU,1700751438.6072557,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
4934,426,b'00005',NRCellCU,1700751438.6072557,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,28.0,3.0,6
4935,427,b'00005',NRCellCU,1700751438.6072557,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,11.0,5.0,6
4936,428,b'00005',NRCellCU,1700751438.6072557,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
4937,429,b'00011',NRCellCU,1700751438.6072557,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,28.0,3.0,6
4938,430,b'00011',NRCellCU,1700751438.6072557,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,17.0,5.0,6
4939,431,b'00011',NRCellCU,1700751438.6072557,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
4940,432,b'00012',NRCellCU,1700751438.6072557,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,36.0,5.0,6
4941,433,b'00012',NRCellCU,1700751438.6072557,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,3.0,6
4942,434,b'00012',NRCellCU,1700751438.6072557,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
4943,435,b'00007',NRCellCU,1700751438.6072557,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,32.0,4.0,6
4944,436,b'00007',NRCellCU,1700751438.6072557,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,3.0,3.0,6
4945,437,b'00007',NRCellCU,1700751438.6072557,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,6
4946,438,b'00006',NRCellCU,1700751438.6072557,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,18.0,5.0,6
4947,439,b'00006',NRCellCU,1700751438.6072557,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,6
4948,440,b'00006',NRCellCU,1700751438.6072557,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
4949,449,b'00003',NRCellCU,1700751438.6700418,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,38.0,2.0,6
4950,450,b'00003',NRCellCU,1700751438.6700418,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,3.0,6
4951,451,b'00003',NRCellCU,1700751438.6700418,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
4952,452,b'00002',NRCellCU,1700751438.6700418,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,36.0,3.0,6
4953,453,b'00002',NRCellCU,1700751438.6700418,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,23.0,2.0,6
4954,454,b'00002',NRCellCU,1700751438.6700418,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,6.0,4.0,6
4955,455,b'00010',NRCellCU,1700751438.6700418,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,25.0,2.0,6
4956,456,b'00010',NRCellCU,1700751438.6700418,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,23.0,4.0,6
4957,457,b'00010',NRCellCU,1700751438.6700418,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,6
4958,458,b'00001',NRCellCU,1700751438.6700418,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,3.0,6
4959,459,b'00001',NRCellCU,1700751438.6700418,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,19.0,2.0,6
4960,460,b'00001',NRCellCU,1700751438.6700418,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
4961,478,b'00012',NRCellCU,1700751466.9673524,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,37.0,3.0,6
4962,479,b'00012',NRCellCU,1700751466.9673524,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,32.0,5.0,6
4963,480,b'00012',NRCellCU,1700751466.9673524,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
4964,481,b'00009',NRCellCU,1700751466.9673524,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,31.0,4.0,6
4965,482,b'00009',NRCellCU,1700751466.9673524,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,25.0,3.0,6
4966,483,b'00009',NRCellCU,1700751466.9673524,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,4.0,5.0,6
4967,484,b'00004',NRCellCU,1700751466.9673524,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,60.0,5.0,6
4968,485,b'00004',NRCellCU,1700751466.9673524,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,13.0,3.0,6
4969,486,b'00004',NRCellCU,1700751466.9673524,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
4970,487,b'00010',NRCellCU,1700751466.9673524,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,37.0,4.0,6
4971,488,b'00010',NRCellCU,1700751466.9673524,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,31.0,5.0,6
4972,489,b'00010',NRCellCU,1700751466.9673524,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,6
4973,490,b'00003',NRCellCU,1700751466.9673524,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,3.0,6
4974,491,b'00003',NRCellCU,1700751466.9673524,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,5.0,6
4975,492,b'00003',NRCellCU,1700751466.9673524,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,2.0,4.0,6
4976,493,b'00006',NRCellCU,1700751466.9673524,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,10.0,5.0,6
4977,494,b'00006',NRCellCU,1700751466.9673524,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,6
4978,495,b'00006',NRCellCU,1700751466.9673524,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
4979,496,b'00007',NRCellCU,1700751466.9673524,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,31.0,4.0,6
4980,497,b'00007',NRCellCU,1700751466.9673524,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,8.0,3.0,6
4981,498,b'00007',NRCellCU,1700751466.9673524,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,6
4982,499,b'00011',NRCellCU,1700751466.9673524,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,29.0,5.0,6
4983,500,b'00011',NRCellCU,1700751466.9673524,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,23.0,3.0,6
4984,501,b'00011',NRCellCU,1700751466.9673524,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
4985,510,b'00005',NRCellCU,1700751467.002853,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,2.0,6
4986,511,b'00005',NRCellCU,1700751467.002853,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,14.0,5.0,6
4987,512,b'00005',NRCellCU,1700751467.002853,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
4988,514,b'00010',NRCellCU,1700751467.0596802,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,68.0,2.0,6
4989,515,b'00010',NRCellCU,1700751467.0596802,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,37.0,4.0,6
4990,516,b'00010',NRCellCU,1700751467.0596802,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,6
4991,517,b'00001',NRCellCU,1700751467.0596802,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,37.0,3.0,6
4992,518,b'00001',NRCellCU,1700751467.0596802,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,18.0,2.0,6
4993,519,b'00001',NRCellCU,1700751467.0596802,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,1.0,4.0,6
4994,520,b'00003',NRCellCU,1700751467.0596802,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,93.0,2.0,6
4995,521,b'00003',NRCellCU,1700751467.0596802,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,3.0,6
4996,522,b'00003',NRCellCU,1700751467.0596802,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,2.0,4.0,6
4997,523,b'00002',NRCellCU,1700751467.0596802,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,3.0,6
4998,524,b'00002',NRCellCU,1700751467.0596802,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,21.0,2.0,6
4999,525,b'00002',NRCellCU,1700751467.0596802,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,3.0,4.0,6
5000,541,b'00001',NRCellCU,1700751491.298989,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,30.0,5.0,6
5001,542,b'00001',NRCellCU,1700751491.298989,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,22.0,2.0,6
5002,543,b'00001',NRCellCU,1700751491.298989,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,4.0,4.0,6
5003,544,b'00005',NRCellCU,1700751491.298989,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,33.0,2.0,6
5004,545,b'00005',NRCellCU,1700751491.298989,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,19.0,5.0,6
5005,546,b'00005',NRCellCU,1700751491.298989,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5006,549,b'00010',NRCellCU,1700751491.3863723,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,32.0,5.0,6
5007,550,b'00010',NRCellCU,1700751491.3863723,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,26.0,4.0,6
5008,551,b'00010',NRCellCU,1700751491.3863723,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,6
5009,552,b'00006',NRCellCU,1700751491.3863723,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,16.0,5.0,6
5010,553,b'00006',NRCellCU,1700751491.3863723,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,6
5011,554,b'00006',NRCellCU,1700751491.3863723,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5012,555,b'00011',NRCellCU,1700751491.3863723,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,22.0,5.0,6
5013,556,b'00011',NRCellCU,1700751491.3863723,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,21.0,3.0,6
5014,557,b'00011',NRCellCU,1700751491.3863723,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5015,558,b'00007',NRCellCU,1700751491.3863723,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,4.0,6
5016,559,b'00007',NRCellCU,1700751491.3863723,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,7.0,3.0,6
5017,560,b'00007',NRCellCU,1700751491.3863723,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,6
5018,561,b'00003',NRCellCU,1700751491.3863723,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,38.0,5.0,6
5019,562,b'00003',NRCellCU,1700751491.3863723,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,33.0,3.0,6
5020,563,b'00003',NRCellCU,1700751491.3863723,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,6.0,4.0,6
5021,564,b'00009',NRCellCU,1700751491.3863723,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,23.0,3.0,6
5022,565,b'00009',NRCellCU,1700751491.3863723,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,19.0,4.0,6
5023,566,b'00009',NRCellCU,1700751491.3863723,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,6
5024,567,b'00012',NRCellCU,1700751491.3863723,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,40.0,3.0,6
5025,568,b'00012',NRCellCU,1700751491.3863723,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,30.0,5.0,6
5026,569,b'00012',NRCellCU,1700751491.3863723,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5027,577,b'00002',NRCellCU,1700751491.4314055,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,30.0,3.0,6
5028,578,b'00002',NRCellCU,1700751491.4314055,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,15.0,2.0,6
5029,579,b'00002',NRCellCU,1700751491.4314055,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,3.0,4.0,6
5030,580,b'00004',NRCellCU,1700751491.4314055,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,53.0,2.0,6
5031,581,b'00004',NRCellCU,1700751491.4314055,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,5.0,3.0,6
5032,582,b'00004',NRCellCU,1700751491.4314055,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5033,598,b'00001',NRCellCU,1700751515.684636,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,5.0,6
5034,599,b'00001',NRCellCU,1700751515.684636,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,29.0,2.0,6
5035,600,b'00001',NRCellCU,1700751515.684636,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,9.0,4.0,6
5036,601,b'00005',NRCellCU,1700751515.684636,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,2.0,6
5037,602,b'00005',NRCellCU,1700751515.684636,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,11.0,5.0,6
5038,603,b'00005',NRCellCU,1700751515.684636,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5039,604,b'00010',NRCellCU,1700751515.684636,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,,,6
5040,608,b'00006',NRCellCU,1700751515.7642636,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,21.0,5.0,6
5041,609,b'00006',NRCellCU,1700751515.7642636,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,1.0,3.0,6
5042,610,b'00006',NRCellCU,1700751515.7642636,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5043,611,b'00010',NRCellCU,1700751515.7642636,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,45.0,3.0,6
5044,612,b'00010',NRCellCU,1700751515.7642636,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,39.0,5.0,6
5045,613,b'00010',NRCellCU,1700751515.7642636,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,31.0,4.0,6
5046,614,b'00011',NRCellCU,1700751515.7642636,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,26.0,3.0,6
5047,615,b'00011',NRCellCU,1700751515.7642636,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,20.0,5.0,6
5048,616,b'00011',NRCellCU,1700751515.7642636,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5049,617,b'00012',NRCellCU,1700751515.7642636,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,44.0,3.0,6
5050,618,b'00012',NRCellCU,1700751515.7642636,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,31.0,5.0,6
5051,619,b'00012',NRCellCU,1700751515.7642636,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5052,620,b'00009',NRCellCU,1700751515.7642636,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,28.0,3.0,6
5053,621,b'00009',NRCellCU,1700751515.7642636,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,13.0,4.0,6
5054,622,b'00009',NRCellCU,1700751515.7642636,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,6
5055,623,b'00003',NRCellCU,1700751515.7642636,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,45.0,5.0,6
5056,624,b'00003',NRCellCU,1700751515.7642636,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,3.0,6
5057,625,b'00003',NRCellCU,1700751515.7642636,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5058,632,b'00003',NRCellCU,1700751515.820954,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,3.0,6
5059,633,b'00003',NRCellCU,1700751515.820954,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,2.0,6
5060,634,b'00003',NRCellCU,1700751515.820954,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5061,635,b'00002',NRCellCU,1700751515.820954,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,31.0,3.0,6
5062,636,b'00002',NRCellCU,1700751515.820954,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,15.0,2.0,6
5063,637,b'00002',NRCellCU,1700751515.820954,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,1.0,4.0,6
5064,638,b'00004',NRCellCU,1700751515.820954,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,47.0,2.0,6
5065,639,b'00004',NRCellCU,1700751515.820954,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,11.0,4.0,6
5066,640,b'00004',NRCellCU,1700751515.820954,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,6.0,3.0,6
5067,644,b'00007',NRCellCU,1700751515.8545885,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,2.0,6
5068,645,b'00007',NRCellCU,1700751515.8545885,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,6
5069,646,b'00007',NRCellCU,1700751515.8545885,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,6
5070,661,b'00010',NRCellCU,1700751544.1051774,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,41.0,5.0,6
5071,662,b'00010',NRCellCU,1700751544.1051774,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,20.0,2.0,6
5072,663,b'00010',NRCellCU,1700751544.1051774,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,19.0,4.0,6
5073,664,b'00005',NRCellCU,1700751544.1051774,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,2.0,6
5074,665,b'00005',NRCellCU,1700751544.1051774,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,9.0,5.0,6
5075,666,b'00005',NRCellCU,1700751544.1051774,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5076,667,b'00001',NRCellCU,1700751544.1051774,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,43.0,5.0,6
5077,668,b'00001',NRCellCU,1700751544.1051774,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,22.0,2.0,6
5078,669,b'00001',NRCellCU,1700751544.1051774,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,4.0,4.0,6
5079,673,b'00005',NRCellCU,1700751544.1835356,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,3.0,6
5080,674,b'00005',NRCellCU,1700751544.1835356,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,9.0,5.0,6
5081,675,b'00005',NRCellCU,1700751544.1835356,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5082,676,b'00006',NRCellCU,1700751544.1835356,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,28.0,5.0,6
5083,677,b'00006',NRCellCU,1700751544.1835356,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,2.0,3.0,6
5084,678,b'00006',NRCellCU,1700751544.1835356,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5085,679,b'00012',NRCellCU,1700751544.1835356,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,40.0,3.0,6
5086,680,b'00012',NRCellCU,1700751544.1835356,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,23.0,5.0,6
5087,681,b'00012',NRCellCU,1700751544.1835356,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,2.0,4.0,6
5088,682,b'00011',NRCellCU,1700751544.1835356,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,30.0,3.0,6
5089,683,b'00011',NRCellCU,1700751544.1835356,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,17.0,5.0,6
5090,684,b'00011',NRCellCU,1700751544.1835356,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5091,685,b'00009',NRCellCU,1700751544.1835356,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,26.0,3.0,6
5092,686,b'00009',NRCellCU,1700751544.1835356,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,7.0,5.0,6
5093,687,b'00009',NRCellCU,1700751544.1835356,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,6.0,4.0,6
5094,693,b'00002',NRCellCU,1700751544.2523408,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,22.0,3.0,6
5095,694,b'00002',NRCellCU,1700751544.2523408,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,15.0,2.0,6
5096,695,b'00002',NRCellCU,1700751544.2523408,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,10.0,4.0,6
5097,696,b'00010',NRCellCU,1700751544.2523408,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,23.0,3.0,6
5098,697,b'00010',NRCellCU,1700751544.2523408,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,20.0,2.0,6
5099,698,b'00010',NRCellCU,1700751544.2523408,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,19.0,4.0,6
5100,699,b'00004',NRCellCU,1700751544.2523408,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,50.0,2.0,6
5101,700,b'00004',NRCellCU,1700751544.2523408,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5102,701,b'00004',NRCellCU,1700751544.2523408,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,6
5103,702,b'00003',NRCellCU,1700751544.2523408,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,2.0,6
5104,703,b'00003',NRCellCU,1700751544.2523408,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,3.0,6
5105,704,b'00003',NRCellCU,1700751544.2523408,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5106,709,b'00007',NRCellCU,1700751544.2882051,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,11.0,2.0,6
5107,710,b'00007',NRCellCU,1700751544.2882051,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,6
5108,711,b'00007',NRCellCU,1700751544.2882051,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,6
5109,724,b'00009',NRCellCU,1700751572.577996,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,32.0,3.0,6
5110,725,b'00009',NRCellCU,1700751572.577996,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,8.0,5.0,6
5111,726,b'00009',NRCellCU,1700751572.577996,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,3.0,4.0,6
5112,727,b'00011',NRCellCU,1700751572.577996,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,29.0,3.0,6
5113,728,b'00011',NRCellCU,1700751572.577996,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,23.0,5.0,6
5114,729,b'00011',NRCellCU,1700751572.577996,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5115,730,b'00006',NRCellCU,1700751572.577996,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,25.0,5.0,6
5116,731,b'00006',NRCellCU,1700751572.577996,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,6
5117,732,b'00006',NRCellCU,1700751572.577996,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5118,733,b'00012',NRCellCU,1700751572.577996,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,3.0,6
5119,734,b'00012',NRCellCU,1700751572.577996,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,31.0,5.0,6
5120,735,b'00012',NRCellCU,1700751572.577996,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,7.0,4.0,6
5121,736,b'00005',NRCellCU,1700751572.577996,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,37.0,3.0,6
5122,737,b'00005',NRCellCU,1700751572.577996,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,14.0,5.0,6
5123,738,b'00005',NRCellCU,1700751572.577996,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,6
5124,744,b'00001',NRCellCU,1700751572.6838708,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,37.0,3.0,6
5125,745,b'00001',NRCellCU,1700751572.6838708,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,30.0,2.0,6
